Product_ID,Name,Type,Category,Price_Euros,Description,Tags/Keywords,Reviews,Rating
1976,Scandinavian Wardrobe - Nordica,Wardrobe,Bathroom Furniture,1477,"Crafted with premium materials, this wardrobe provides both durability and style for your bathroom furniture. Its sleek design complements any decor.","['wardrobe', 'scandinavian design', 'storage']","['Came with minor scratches, but overall nice.', 'Slightly overpriced, but good quality.', 'Came with minor scratches, but overall nice.', 'Fast delivery and easy setup!', 'Customer service was very helpful.']",4
1977,Industrial Bookshelf - Grandora,Bookshelf,Kids Furniture,1559,"Designed for modern living, this bookshelf features high-quality materials and expert craftsmanship, making it a great addition to any kids furniture.","['bookshelf', 'industrial style', 'metal frame']","['Not as soft as I hoped.', 'Not as soft as I hoped.', 'Perfect fit for my space!', 'Not as soft as I hoped.', 'Amazing quality, highly recommend!']",4.2
1978,Classic Wooden Bed Frame - Chateau,Bed,Hallway Furniture,1920,"Designed for modern living, this bed features high-quality materials and expert craftsmanship, making it a great addition to any hallway furniture.","['bed frame', 'wooden', 'classic design']","['The color looks different from the picture.', 'Assembly took longer than expected.', 'Very modern and elegant, love it!', 'Amazing quality, highly recommend!', 'Very comfortable and stylish!']",4
1979,Compact Shoe Cabinet - Zenith,Cabinet,Storage Solutions,505,"Elevate your storage solutions with this exquisite cabinet. Built for elegance and practicality, it blends seamlessly into contemporary interiors.","['shoe cabinet', 'compact storage', 'modern look']","['The material feels premium and durable.', 'Very comfortable and stylish!', 'Slightly overpriced, but good quality.', 'Not as soft as I hoped.', 'Perfect fit for my space!']",4.2
1980,Floating Wall Shelves - Refined,Miscellaneous,Home Decor,211,"Crafted with premium materials, this miscellaneous provides both durability and style for your home decor. Its sleek design complements any decor.","['wall shelves', 'floating design', 'minimalist']","['Perfect fit for my space!', 'Very modern and elegant, love it!', 'Very modern and elegant, love it!', 'Perfect fit for my space!', 'Came with minor scratches, but overall nice.']",3.7
1981,Modern Wooden Dining Table - Proffico,Table,Dining Room,1565,"Enhance your dining room with this sophisticated table, offering both aesthetic appeal and practical usability for everyday convenience.","['wooden table', 'modern furniture', 'dining']","['Perfect fit for my space!', 'Assembly took longer than expected.', 'Very comfortable and stylish!', 'Expected better quality for the price.', 'Very modern and elegant, love it!']",3.7
1982,Luxury Velvet Sofa - Valsana,Sofa,Living Room,1415,"Crafted with premium materials, this sofa provides both durability and style for your living room. Its sleek design complements any decor.","['velvet sofa', 'luxury furniture', 'living room']","['Customer service was very helpful.', 'Very comfortable and stylish!', 'The material feels premium and durable.', 'Not as soft as I hoped.', 'Customer service was very helpful.']",4.1
1983,Minimalist Coffee Table - Eleganza,Table,Bedroom,1610,"Designed for modern living, this table features high-quality materials and expert craftsmanship, making it a great addition to any bedroom.","['coffee table', 'oak wood', 'modern decor']","['Perfect fit for my space!', 'The material feels premium and durable.', 'The color looks different from the picture.', 'Fast delivery and easy setup!', 'A bit small for my needs, but looks good.']",3.6
1984,Ergonomic Office Chair - Homestead,Chair,Office Furniture,1782,"Designed for modern living, this chair features high-quality materials and expert craftsmanship, making it a great addition to any office furniture.","['office chair', 'ergonomic', 'adjustable height']","['Perfect fit for my space!', 'Amazing quality, highly recommend!', 'Came with minor scratches, but overall nice.', 'Perfect fit for my space!', 'The material feels premium and durable.']",4.9
1985,Outdoor Lounge Set - Luxora,Miscellaneous,Outdoor Furniture,1382,"Experience the perfect blend of comfort and functionality with this miscellaneous. Ideal for your outdoor furniture, it offers a stylish touch and long-lasting quality.","['outdoor set', 'garden lounge', 'weather resistant']","['Assembly took longer than expected.', 'Super sturdy, will last for years!', 'Super sturdy, will last for years!', 'Expected better quality for the price.', 'Very modern and elegant, love it!']",4.5
1986,Scandinavian Wardrobe - Furnitura,Wardrobe,Bathroom Furniture,531,"Elevate your bathroom furniture with this exquisite wardrobe. Built for elegance and practicality, it blends seamlessly into contemporary interiors.","['wardrobe', 'scandinavian design', 'storage']","['Slightly overpriced, but good quality.', 'A bit small for my needs, but looks good.', 'Fast delivery and easy setup!', 'The color looks different from the picture.', 'The material feels premium and durable.']",4.6
1987,Industrial Bookshelf - CasaNova,Bookshelf,Kids Furniture,955,"Designed for modern living, this bookshelf features high-quality materials and expert craftsmanship, making it a great addition to any kids furniture.","['bookshelf', 'industrial style', 'metal frame']","['Came with minor scratches, but overall nice.', 'Very comfortable and stylish!', 'Super sturdy, will last for years!', 'Fast delivery and easy setup!', 'Not as soft as I hoped.']",4.4
1988,Classic Wooden Bed Frame - Artisano,Bed,Hallway Furniture,61,"Experience the perfect blend of comfort and functionality with this bed. Ideal for your hallway furniture, it offers a stylish touch and long-lasting quality.","['bed frame', 'wooden', 'classic design']","['Came with minor scratches, but overall nice.', 'Super sturdy, will last for years!', 'Very comfortable and stylish!', 'Fast delivery and easy setup!', 'Perfect fit for my space!']",3.5
1989,Compact Shoe Cabinet - Moderno,Cabinet,Storage Solutions,138,"Enhance your storage solutions with this sophisticated cabinet, offering both aesthetic appeal and practical usability for everyday convenience.","['shoe cabinet', 'compact storage', 'modern look']","['Fast delivery and easy setup!', 'A bit small for my needs, but looks good.', 'Assembly took longer than expected.', 'Assembly took longer than expected.', 'Customer service was very helpful.']",4.1
1990,Floating Wall Shelves - Decora,Miscellaneous,Home Decor,1241,"Crafted with premium materials, this miscellaneous provides both durability and style for your home decor. Its sleek design complements any decor.","['wall shelves', 'floating design', 'minimalist']","['Perfect fit for my space!', 'Customer service was very helpful.', 'Came with minor scratches, but overall nice.', 'Perfect fit for my space!', 'Very comfortable and stylish!']",4.8
1991,Modern Wooden Dining Table - Comforta,Table,Dining Room,1737,"Crafted with premium materials, this table provides both durability and style for your dining room. Its sleek design complements any decor.","['wooden table', 'modern furniture', 'dining']","['Expected better quality for the price.', 'Very modern and elegant, love it!', 'The material feels premium and durable.', 'The material feels premium and durable.', 'Expected better quality for the price.']",4.3
1992,Luxury Velvet Sofa - UrbanStyle,Sofa,Living Room,1464,"Elevate your living room with this exquisite sofa. Built for elegance and practicality, it blends seamlessly into contemporary interiors.","['velvet sofa', 'luxury furniture', 'living room']","['Very comfortable and stylish!', 'Came with minor scratches, but overall nice.', 'Perfect fit for my space!', 'Very modern and elegant, love it!', 'Assembly took longer than expected.']",3.6
1993,Minimalist Coffee Table - Prestigo,Table,Bedroom,1246,"Elevate your bedroom with this exquisite table. Built for elegance and practicality, it blends seamlessly into contemporary interiors.","['coffee table', 'oak wood', 'modern decor']","['The material feels premium and durable.', 'Expected better quality for the price.', 'Assembly took longer than expected.', 'Not as soft as I hoped.', 'Customer service was very helpful.']",4.6
1994,Ergonomic Office Chair - Heritage,Chair,Office Furniture,1691,"Elevate your office furniture with this exquisite chair. Built for elegance and practicality, it blends seamlessly into contemporary interiors.","['office chair', 'ergonomic', 'adjustable height']","['Perfect fit for my space!', 'Fast delivery and easy setup!', 'Amazing quality, highly recommend!', 'Slightly overpriced, but good quality.', 'Not as soft as I hoped.']",4.9
1995,Outdoor Lounge Set - TimberLux,Miscellaneous,Outdoor Furniture,1984,"Crafted with premium materials, this miscellaneous provides both durability and style for your outdoor furniture. Its sleek design complements any decor.","['outdoor set', 'garden lounge', 'weather resistant']","['Amazing quality, highly recommend!', 'Very comfortable and stylish!', 'The color looks different from the picture.', 'Slightly overpriced, but good quality.', 'Customer service was very helpful.']",4.8
1996,Scandinavian Wardrobe - Nordica,Wardrobe,Bathroom Furniture,701,"Crafted with premium materials, this wardrobe provides both durability and style for your bathroom furniture. Its sleek design complements any decor.","['wardrobe', 'scandinavian design', 'storage']","['Perfect fit for my space!', 'A bit small for my needs, but looks good.', 'Very comfortable and stylish!', 'Slightly overpriced, but good quality.', 'Fast delivery and easy setup!']",4
1997,Industrial Bookshelf - Grandora,Bookshelf,Kids Furniture,431,"Elevate your kids furniture with this exquisite bookshelf. Built for elegance and practicality, it blends seamlessly into contemporary interiors.","['bookshelf', 'industrial style', 'metal frame']","['Expected better quality for the price.', 'Slightly overpriced, but good quality.', 'Very modern and elegant, love it!', 'A bit small for my needs, but looks good.', 'Came with minor scratches, but overall nice.']",3.7
